Name,Canonical_Smiles,SMARTS
"{2-Phenylpropyl isobutyrate, 98 %}",CC(C)C(=O)OCC(C)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#6])-[#6]-[#8]-[#6](=[#8])-[#6](-[#6])-[#6]
"{Methyl 4-oxo-3-piperidinecarboxylate hydrochloride, 97 %}",Cl.COC(=O)C1CNCCC1=O,[#7]1(-[#1])-[#6]-[#6]-[#6](-[#6](-[#6]1)-[#6](-[#8]-[#6])=[#8])=[#8]
"{Ethyl 1-methyl-3-piperidinecarboxylate, 96 %}",CCOC(=O)C1CCCN(C)C1,[#6](-[#6]1-[#6]-[#6]-[#6]-[#7](-[#6])-[#6]1)(=[#8])-[#8]-[#6]-[#6]
"{Ethyl pipecolinate, 98 %}",CCOC(=O)C1CCCCN1,[#6](-[#6]1-[#7]-[#6]-[#6]-[#6]-[#6]1)(=[#8])-[#8]-[#6]-[#6]
"{Di-tert-butyl dicarbonate, 97 %}",CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,[#8](-[#6](=[#8])-[#8]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6])-[#6](-[#6])(-[#6])-[#6]
"{Methyl 4-chloro-2-nitrobenzoate, 99 %}",COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],[#6](-[c]1:[c]:[c]:[c](-[#17]):[c]:[c]1-[#7+](=[#8])-[#8-])(=[#8])-[#8]-[#6]
"{Methyl 1-methoxybicyclo[2.2.2]oct-5-ene-2-carboxylate, gradetech. 90 %}",COC(=O)C1CC2CCC1(OC)C=C2,[#8](-[#6]12-[#6]=[#6]-[#6](-[#6]-[#6]1)-[#6]-[#6]2-[#6](=[#8])-[#8]-[#6])-[#6]
"{1-Acetoxy-1,3-butadiene (cis+trans)}",CC(=O)O\C=C\C=C,[#8](-[#6](=[#8])-[#6])\-[#6]=[#6]\-[#6]=[#6]
"{Ethyl 2,4-dioxovalerate, 97 %}",CCOC(=O)C(=O)CC(=O)C,[#6](=[#8])(-[#6]-[#6](=[#8])-[#6])-[#6](=[#8])-[#8]-[#6]-[#6]
"{4-Bromomethyl-7-methoxycoumarin, 97 %}",COc1ccc2C(=CC(=O)Oc2c1)CBr,[#6](-[#6]1=[#6]-[#6](=[#8])-[#8]-[c](:[c]:[c](-[#8]-[#6]):[c]:[c]2):[c]12)-[#35]
"{Diethyl carbonate, 99+ %}",CCOC(=O)OCC,[#6](=[#8])(-[#8]-[#6]-[#6])-[#8]-[#6]-[#6]
"{Propyl formate, 97 %}",CCCOC=O,[#6](-[#6]-[#6])-[#8]-[#6]=[#8]
"{(S)-(+)-O-Acetylmandelic acid, 99 %}",CC(=O)OC(C(=O)O)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#6](-[#8])=[#8])-[#8]-[#6](=[#8])-[#6]
"{Ethyl o-toluate, 99 %}",CCOC(=O)c1ccccc1C,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1-[#6])(=[#8])-[#8]-[#6]-[#6]
"{Isopropyl bromoacetate, 99 %}",CC(C)OC(=O)CBr,[#6](=[#8])(-[#6]-[#35])-[#8]-[#6](-[#6])-[#6]
"{tert-Butyl formate, 99 %}",CC(C)(C)OC=O,[#8](-[#6]=[#8])-[#6](-[#6])(-[#6])-[#6]
"{5-Methoxypsoralen, 99 %}",COc1c2C=CC(=O)Oc2cc3occc13,[#8](-[c]1:[c]2:[c](:[o]:[c]:[c]2):[c]:[c](-[#8]-[#6](=[#8])-[#6]=[#6]3):[c]13)-[#6]
"{O-Isopropylxanthic acid potassium salt, 98 %}",[K].CC(C)OC(=S)S,[#8](-[#6](-[#16])=[#16])-[#6](-[#6])-[#6]
"{1,3,4,6-Tetrathiapentalene-2,5-dione, 98 %}",O=C1SC2=C(SC(=O)S2)S1,[#8]=[#6]1-[#16]-[#6](-[#16]-[#6](=[#8])-[#16]2)=[#6]2-[#16]1
"{Methyl 4-methoxyacetoacetate, 97 %}",COCC(=O)CC(=O)OC,[#6](-[#6](=[#8])-[#8]-[#6])-[#6](=[#8])-[#6]-[#8]-[#6]
"{Methyl heptafluorobutyrate, 99 %}",COC(=O)C(F)(F)C(F)(F)C(F)(F)F,[#6](-[#9])(-[#9])(-[#6](=[#8])-[#8]-[#6])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#9]
"{Butyl lactate, 98 %}",CCCCOC(=O)C(C)O,[#6](=[#8])(-[#6](-[#8])-[#6])-[#8]-[#6]-[#6]-[#6]-[#6]
"{Ethyl 3-phenylglycidate, gradetech. 92 %   @@@ (mixture of cis and trans)}",CCOC(=O)C1OC1c2ccccc2,[#6](-[#6]1-[#8]-[#6]1-[c]2:[c]:[c]:[c]:[c]:[c]2)(=[#8])-[#8]-[#6]-[#6]
"{2,2,2-Trifluoroethyl trifluoroacetate, 99 %}",FC(F)(F)COC(=O)C(F)(F)F,[#8](-[#6]-[#6](-[#9])(-[#9])-[#9])-[#6](=[#8])-[#6](-[#9])(-[#9])-[#9]
"{Methyl (4S,5S)-dihydro-5-methyl-2-phenyl-4-oxazolecarboxylate, 98 %}",COC(=O)[C@H]1N=C(OC1C)c2ccccc2,[#6](-[#6@@]1-[#6](-[#8]-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#7]1)-[#6])(=[#8])-[#8]-[#6]
"{Methyl 4-allyl-3,5-dioxo-1-cyclohexanecarboxylate}",COC(=O)C1CC(=O)C(CC=C)C(=O)C1,[#6](-[#6]1-[#6]-[#6](=[#8])-[#6](-[#6]-[#6]=[#6])-[#6](=[#8])-[#6]1)(=[#8])-[#8]-[#6]
"{Methyl dimethoxyacetate, 97 %}",COC(OC)C(=O)OC,[#6](-[#8]-[#6])(-[#8]-[#6])-[#6](=[#8])-[#8]-[#6]
"{(-)-Dimethyl 2,3-O-benzylidene-L-tartrate, 99 %}",COC(=O)[C@@H]1OC(OC1C(=O)OC)c2ccccc2,[#6](-[#6@@]1-[#8]-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#8]-[#6]1-[#6](=[#8])-[#8]-[#6])(=[#8])-[#8]-[#6]
"{1-Acetoxy-8-hydroxy-1,4,4a,9a-tetrahydroanthraquinone, 98 %}",CC(=O)O[C@@H]1C=CCC2C1C(=O)c3c(O)cccc3C2=O,[#8](-[#6@@]1-[#6]=[#6]-[#6]-[#6](-[#1])(-[#6](-[c](:[c]:[c]:[c]:[c]2-[#8]):[c]2-[#6]3=[#8])=[#8])-[#6]13-[#1])-[#6](=[#8])-[#6]
"{Methyl 2,2-dichloro-2-methoxyacetate, 97 %}",COC(=O)C(Cl)(Cl)OC,[#6](-[#17])(-[#17])(-[#8]-[#6])-[#6](=[#8])-[#8]-[#6]
"{Methyl 2-oxo-1-cycloheptanecarboxylate, 99 %}",COC(=O)C1CCCCCC1=O,[#6](-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]1=[#8])(=[#8])-[#8]-[#6]
"{Ethyl 4-hydroxy-6-methyl-2-oxo-3-cyclohexene-1-carboxylate, 98 %}",CCOC(=O)C1C(C)CC(=CC1=O)O,[#6](-[#6]1-[#6](-[#6]=[#6](-[#8])-[#6]-[#6]1-[#6])=[#8])(=[#8])-[#8]-[#6]-[#6]
"{6-Amino-3,4-benzocoumarin, 99 %}",Nc1ccc2OC(=O)c3ccccc3c2c1,[#7]-[c]1:[c]:[c]:[c](-[#8]-[#6](=[#8])-[c](:[c]:[c]:[c]:[c]2):[c]23):[c]3:[c]1
"{(2R)-(+)-3,3-Dimethylglycidyl 4-nitrobenzoate, 98 %}",CC1(C)O[C@H]1COC(=O)c2ccc(cc2)[N+](=O)[O-],[#8]1-[#6@@](-[#6]-[#8]-[#6](-[c]2:[c]:[c]:[c](-[#7+](=[#8])-[#8-]):[c]:[c]2)=[#8])(-[#6]1(-[#6])-[#6])-[#1]
"{Methyl 2,3,4,5,6-pentafluorophenylacetate, 99 %}",COC(=O)Cc1c(F)c(F)c(F)c(F)c1F,[#9]-[c](:[c](:[c](:[c](-[#6]-[#6](-[#8]-[#6])=[#8]):[c]1-[#9])-[#9])-[#9]):[c]1-[#9]
"{Acetoxyacetic acid, 99 %}",CC(=O)OCC(=O)O,[#6](-[#6](-[#8])=[#8])-[#8]-[#6](=[#8])-[#6]
"{(+)-Methyl (R)-3-(1-methyl-2-oxocyclohexyl)propionate, 99 %}",COC(=O)CCC1(C)CCCCC1=O,[#6](-[#6]1(-[#6]-[#6]-[#6]-[#6]-[#6]1=[#8])-[#6])-[#6]-[#6](=[#8])-[#8]-[#6]
"{2-Ethylbutyl acetate, 98 %}",CCC(CC)COC(=O)C,[#6](-[#6]-[#6])(-[#6]-[#6])-[#6]-[#8]-[#6](=[#8])-[#6]
"{Dibenzyldicarbonate, 97 %}",O=C(OCc1ccccc1)OC(=O)OCc2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#8]-[#6](=[#8])-[#8]-[#6](=[#8])-[#8]-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2
"{Methyl (R)-(+)-3-bromo-2-methylpropionate, 97 %}",COC(=O)C(C)CBr,[#6](-[#6])(-[#6]-[#35])-[#6](=[#8])-[#8]-[#6]
"{Methyl glycolate, 98 %}",COC(=O)CO,[#6](=[#8])(-[#8]-[#6])-[#6]-[#8]
"{Methyl 2-hydroxy-2-methyl-3-oxobutyrate, 98 %}",COC(=O)C(C)(O)C(=O)C,[#6](-[#8])(-[#6])(-[#6](=[#8])-[#6])-[#6](=[#8])-[#8]-[#6]
"{3-O-Acetyl-1,2:5,6-di-O-isopropylidene-alpha-D-glucofuranose, 98 %}",CC(=O)OC1C(OC2OC(C)(C)OC12)C3COC(C)(C)O3,[#8](-[#6]1-[#6]2-[#6](-[#8]-[#6](-[#6])(-[#6])-[#8]2)-[#8]-[#6]1-[#6]3-[#6]-[#8]-[#6](-[#6])(-[#6])-[#8]3)-[#6](=[#8])-[#6]
"{3,4-Di-O-acetyl-6-deoxy-L-glucal, 98 %}",CC1OC=CC(OC(=O)C)C1OC(=O)C,[#8](-[#6]1-[#6](-[#8]-[#6]=[#6]-[#6]1-[#8]-[#6](=[#8])-[#6])-[#6])-[#6](=[#8])-[#6]
"{Dimethyl (4-nitrobenzylidene)malonate, 99 %}",COC(=O)C(=Cc1ccc(cc1)[N+](=O)[O-])C(=O)OC,[#6](/-[#6](=[#8])-[#8]-[#6])(\-[#6](=[#8])-[#8]-[#6])=[#6]/-[c]1:[c]:[c]:[c](-[#7+](=[#8])-[#8-]):[c]:[c]1
"{Piperonyl acetate, 99+ %}",CC(=O)OCc1ccc2OCOc2c1,[#6](-[c]1:[c]:[c]:[c](-[#8]-[#6]-[#8]2):[c]2:[c]1)-[#8]-[#6](=[#8])-[#6]
"{Ethyl trans-3-hexenoate, 97 %}",CCOC(=O)C\C=C\CC,[#6](\-[#6]=[#6]\-[#6]-[#6])-[#6](=[#8])-[#8]-[#6]-[#6]
"{sec-Butyl tiglate, 97 %}",CCC(C)OC(=O)\C(=C\C)\C,[#6](=[#8])(\-[#6](\-[#6])=[#6]\-[#6])-[#8]-[#6](-[#6])-[#6]-[#6]
"{Dimethyl 1,3-adamantanedicarboxylate, 98 %}",COC(=O)C12CC3CC(CC(C3)(C1)C(=O)OC)C2,[#6](-[#6]12-[#6]-[#6](-[#6]-[#6](-[#6]-[#6]3(-[#6](=[#8])-[#8]-[#6])-[#6]1)-[#6]2)-[#6]3)(=[#8])-[#8]-[#6]
"{(1R,2S,5R)-(+)-5-Methyl-2-(1-methyl-1-phenylethyl)cyclohexyl chloroacetate, 99 %}",CC1CC[C@H](C(C1)OC(=O)CCl)C(C)(C)c2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#6@@]2-[#6]-[#6]-[#6](-[#6])-[#6]-[#6]2-[#8]-[#6](=[#8])-[#6]-[#17])(-[#6])-[#6]
"{Ethyl (S)-(+)-3-(2,2-dimethyl-1,3-dioxolan-4-yl)-2-propenoate,predominantly trans, 99 %}",CCOC(=O)\C=C\[C@H]1COC(C)(C)O1,[#6](/-[#6@@]1-[#8]-[#6](-[#6])(-[#6])-[#8]-[#6]1)=[#6]\-[#6](=[#8])-[#8]-[#6]-[#6]
"{(+)-Di-O,O'-pivaloyl-D-tartaric acid, 98 %}",CC(C)(C)C(=O)O[C@H]([C@@H](OC(=O)C(C)(C)C)C(=O)O)C(=O)O,[#6@@](-[#6](-[#8])=[#8])(-[#8]-[#6](=[#8])-[#6](-[#6])(-[#6])-[#6])-[#6@](-[#6](-[#8])=[#8])-[#8]-[#6](=[#8])-[#6](-[#6])(-[#6])-[#6]
"{Vinylene trithiocarbonate, 98 %}",S=C1SC=CS1,[#16]=[#6]1-[#16]-[#6]=[#6]-[#16]1
"{(-)-Dimethyl 2,3-O-isopropylidene-L-tartrate, 97 %}",COC(=O)[C@@H]1OC(C)(C)OC1C(=O)OC,[#6](-[#6@@]1-[#8]-[#6](-[#6])(-[#6])-[#8]-[#6]1-[#6](=[#8])-[#8]-[#6])(=[#8])-[#8]-[#6]
"{Methyl (methylthio)acetate, 98 %}",COC(=O)CSC,[#6](=[#8])(-[#8]-[#6])-[#6]-[#16]-[#6]
"{Methyl 2-oxo-2H-pyran-3-carboxylate, 98 %}",COC(=O)C1=CC=COC1=O,[#6](-[#6]1=[#6]-[#6]=[#6]-[#8]-[#6]1=[#8])(=[#8])-[#8]-[#6]
"{Bentranil, 98 %}",O=C1OC(=Nc2ccccc12)c3ccccc3,[#8]=[#6]1-[#8]-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#7]-[c](:[c]:[c]:[c]:[c]3):[c]13
"{Methyl 1-bromocyclohexanecarboxylate, 97 %}",COC(=O)C1(Br)CCCCC1,[#6](-[#6]1(-[#6]-[#6]-[#6]-[#6]-[#6]1)-[#35])(=[#8])-[#8]-[#6]
"{Methyl alpha-bromophenylacetate, 97 %}",COC(=O)C(Br)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#35])-[#6](=[#8])-[#8]-[#6]
"{Ethyl-4,6-di-O-acetyl-2,3-dideoxy-alpha-D-erythro-hex-2-enopyranoside, 99 %}",CCO[C@@H]1O[C@@H](COC(=O)C)[C@H](OC(=O)C)C=C1,[#6](-[#6@@]1-[#8]-[#6@@](-[#8]-[#6]-[#6])-[#6]=[#6]-[#6@]1-[#8]-[#6](=[#8])-[#6])-[#8]-[#6](=[#8])-[#6]
"{Ethylene glycol bisthioglycolate, 90 % gradetech.}",SCC(=O)OCCOC(=O)CS,[#8](-[#6](=[#8])-[#6]-[#16])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6]-[#16]
"{Methyl pyruvate, 90 % gradetech.}",COC(=O)C(=O)C,[#6](=[#8])(-[#8]-[#6])-[#6](=[#8])-[#6]
"{4-Hydroxy-TEMPO benzoate, 97 %}",CC1(C)CC(CC(C)(C)N1O)OC(=O)c2ccccc2,[#8](-[#6]1-[#6]-[#6](-[#6])(-[#6])-[#7](-[#8])-[#6](-[#6])(-[#6])-[#6]1)-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#8]
"{3H-1,2-Benzodithiol-3-one, 97 %}",O=C1SSc2ccccc12,[#8]=[#6]1-[#16]-[#16]-[c](:[c]:[c]:[c]:[c]2):[c]12
"{Pentafluorophenyl trifluoroacetate, 98 %}",Fc1c(F)c(F)c(OC(=O)C(F)(F)F)c(F)c1F,[#8](-[c]1:[c](:[c](-[#9]):[c](-[#9]):[c](-[#9]):[c]1-[#9])-[#9])-[#6](=[#8])-[#6](-[#9])(-[#9])-[#9]
"{Ethyl 4-hydroxycyclohexanecarboxylate,mixture of cis and trans, 98 %}",CCOC(=O)C1CCC(O)CC1,[#6](-[#6]1-[#6]-[#6]-[#6](-[#8])-[#6]-[#6]1)(=[#8])-[#8]-[#6]-[#6]
"{4-Acetoxy-3,5-dimethoxybenzaldehyde, 98 %}",COc1cc(C=O)cc(OC)c1OC(=O)C,[#8](-[c]1:[c](:[c]:[c](-[#6]=[#8]):[c]:[c]1-[#8]-[#6])-[#8]-[#6])-[#6](=[#8])-[#6]
"{5-Bromopentyl acetate, 96 %}",CC(=O)OCCCCCBr,[#6](-[#8]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#6]-[#35]
"{Methyl 2,4-dichloro-5-fluorobenzoate, 99 %}",COC(=O)c1cc(F)c(Cl)cc1Cl,[#9]-[c](:[c](:[c]:[c](:[c]1-[#6](-[#8]-[#6])=[#8])-[#17])-[#17]):[c]1
"{Methyl 4-morpholinepropionate, 99 %}",COC(=O)CCN1CCOCC1,[#6](-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]1)-[#6]-[#6](=[#8])-[#8]-[#6]
"{Ethyl 3-coumarincarboxylate, 99 %}",CCOC(=O)C1=Cc2ccccc2OC1=O,[#6](-[#6]1=[#6]-[c]2:[c](:[c]:[c]:[c]:[c]2)-[#8]-[#6]1=[#8])(=[#8])-[#8]-[#6]-[#6]
"{4-Chlorobutyl benzoate, 97 %}",ClCCCCOC(=O)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(=[#8])-[#8]-[#6]-[#6]-[#6]-[#6]-[#17]
"{1,2,3,4-Tetra-O-acetyl-beta-D-glucopyranose, 98 %}",CC(=O)O[C@@H]1O[C@H](CO)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C,[#8]1-[#6@@](-[#8]-[#6](=[#8])-[#6])-[#6@](-[#8]-[#6](=[#8])-[#6])-[#6@@](-[#8]-[#6](-[#6])=[#8])-[#6@](-[#8]-[#6](=[#8])-[#6])-[#6@]1-[#6]-[#8]
"{Methyl 3,4-O-isopropylidene-L-threonate, 97 %}",COC(=O)C(O)C1COC(C)(C)O1,[#6](-[#6]1(-[#1])-[#6]-[#8]-[#6](-[#6])(-[#6])-[#8]1)(-[#8])-[#6](=[#8])-[#8]-[#6]
"{Methyl jasmonate, 95 %}",CC\C=C/CC1[C@@H](CC(=O)OC)CCC1=O,[#6](-[#6@]1-[#6]-[#6]-[#6](=[#8])-[#6]1-[#6]\-[#6]=[#6]/-[#6]-[#6])-[#6](=[#8])-[#8]-[#6]
"{Dimethyl trithiocarbonate, 98 %}",CSC(=S)SC,[#6](=[#16])(-[#16]-[#6])-[#16]-[#6]
"{Methyl 9-fluorenylideneacetate, 95 %}",COC(=O)C=C1c2ccccc2c3ccccc13,[#6](-[#8]-[#6])(\-[#6]=[#6](\-[c](:[c]:[c]:[c]:[c]1):[c]12)/-[c]3:[c]2:[c]:[c]:[c]:[c]3)=[#8]
"{Methyl 3-acetoxy-2-methylenebutyrate, 98 %}",COC(=O)C(=C)C(C)OC(=O)C,[#6](-[#6])(-[#8]-[#6](=[#8])-[#6])-[#6](=[#6])-[#6](=[#8])-[#8]-[#6]
"{Methyl 5,5-dimethoxyvalerate, 96 %}",COC(CCCC(=O)OC)OC,[#6](-[#8]-[#6])(-[#8]-[#6])-[#6]-[#6]-[#6]-[#6](=[#8])-[#8]-[#6]
"{Diethyl 4-ethyl-1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylate, 97 %}",CCOC(=O)C1=C(C)NC(=C(C1CC)C(=O)OCC)C,[#6](-[#6]1=[#6](-[#7]-[#6](-[#6])=[#6](-[#6](=[#8])-[#8]-[#6]-[#6])-[#6]1-[#6]-[#6])-[#6])(=[#8])-[#8]-[#6]-[#6]
"{4-Hydroxy-6,7-dimethylcoumarin, 98 %}",O.Cc1cc2OC(=O)C=C(O)c2cc1C,[#8]1-[#6](-[#6]=[#6](-[#8])-[c]2:[c]1:[c]:[c](-[#6]):[c](-[#6]):[c]2)=[#8]
"{(-)-Di-tert-butyl D-tartrate, 99 %}",CC(C)(C)OC(=O)C(O)C(O)C(=O)OC(C)(C)C,[#6](=[#8])(-[#8]-[#6](-[#6])(-[#6])-[#6])-[#6](-[#8])-[#6](-[#8])-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]
"{Methyl 2-methylglycidate, 99 %}",COC(=O)C1(C)CO1,[#6](-[#6]1(-[#8]-[#6]1)-[#6])(=[#8])-[#8]-[#6]
"{1,4-Dihydro-1,4-methanonaphthalene-5,8-diol diacetate, 99 %}",CC(=O)Oc1ccc(OC(=O)C)c2C3CC(C=C3)c12,[#8](-[c]1:[c]:[c]:[c](-[#8]-[#6](=[#8])-[#6]):[c](-[#6](-[#6]=[#6]2)-[#6]-[#6]23):[c]13)-[#6](=[#8])-[#6]
"{2,6-Dimethyl-1,3-dioxan-4-ol acetate,mixture of cis and trans, gradetech. 85 %}",CC1CC(OC(=O)C)OC(C)O1,[#8]1-[#6](-[#6])-[#8]-[#6](-[#6]-[#6]1-[#6])-[#8]-[#6](-[#6])=[#8]
