Name,Canonical_Smiles,SMARTS
"{3-Chloro-4-hydroxyphenylacetic acid, 99 %}",OC(=O)Cc1ccc(O)c(Cl)c1,[#6](-[c]1:[c]:[c]:[c](-[#8]):[c](-[#17]):[c]1)-[#6](-[#8])=[#8]
"{5-Methoxy-1-indanone-3-acetic acid, gradetech.}",COc1ccc2C(=O)CC(CC(=O)O)c2c1,[#6](-[#6]1-[#6]-[#6](=[#8])-[c](:[c]:[c]:[c](-[#8]-[#6]):[c]2):[c]12)-[#6](-[#8])=[#8]
"{2-(3-Chlorophenoxy)propionic acid, 98 %}",CC(Oc1cccc(Cl)c1)C(=O)O,[#8](-[c]1:[c]:[c]:[c]:[c](-[#17]):[c]1)-[#6](-[#6])-[#6](-[#8])=[#8]
"{3-Hydroxy-4-methoxymandelic acid, 98 %}",COc1ccc(cc1O)C(O)C(=O)O,[#6](-[c]1:[c]:[c]:[c](-[#8]-[#6]):[c](-[#8]):[c]1)(-[#8])-[#6](-[#8])=[#8]
"{Bromopyruvic acid, 98 %}",OC(=O)C(=O)CBr,[#6](-[#6]-[#35])(-[#6](-[#8])=[#8])=[#8]
"{(+/-)-6-Hydroxy-2,5,7,8-tetramethylchromane-2-carboxylic acid, 97 %}",Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)O,[#6]-[c]1:[c](:[c](-[#6]):[c](-[#6]):[c](-[#8]-[#6](-[#6])(-[#6](-[#8])=[#8])-[#6]-[#6]2):[c]12)-[#8]
"{4-Hydrazinobenzoic acid, 97 %}",NNc1ccc(cc1)C(=O)O,[#6](-[c]1:[c]:[c]:[c](-[#7]-[#7]):[c]:[c]1)(-[#8])=[#8]
"{4-Amino-2,3,5,6-tetrafluorobenzoic acid, 99 %}",Nc1c(F)c(F)c(C(=O)O)c(F)c1F,[#6](-[c]1:[c](:[c](-[#9]):[c](-[#7]):[c](-[#9]):[c]1-[#9])-[#9])(-[#8])=[#8]
"{2-Amino-4,5-dimethoxybenzoic acid, 98 %}",COc1cc(N)c(cc1OC)C(=O)O,[#6](-[c]1:[c]:[c](-[#8]-[#6]):[c](-[#8]-[#6]):[c]:[c]1-[#7])(-[#8])=[#8]
{3-Acetylbenzoic acid},CC(=O)c1cccc(c1)C(=O)O,[c]1:[c](-[#6](=[#8])-[#8]):[c]:[c](-[#6](=[#8])-[#6]):[c]:[c]1
"{2,3,4-Trihydroxybenzoic acid, 97 %}",OC(=O)c1ccc(O)c(O)c1O,[#6](-[c]1:[c]:[c]:[c](-[#8]):[c](-[#8]):[c]1-[#8])(-[#8])=[#8]
"{(1-Naphthoxy)acetic acid, 98 %}",OC(=O)COc1cccc2ccccc12,[#8](-[c]1:[c]:[c]:[c]:[c](:[c]:[c]:[c]:[c]2):[c]12)-[#6]-[#6](-[#8])=[#8]
"{3,3,3-Triphenylpropionic acid, 97 %}",OC(=O)CC(c1ccccc1)(c2ccccc2)c3ccccc3,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[c]3:[c]:[c]:[c]:[c]:[c]3)-[#6]-[#6](-[#8])=[#8]
"{1-Pyrenebutyric acid, 97 %}",OC(=O)CCCc1ccc2ccc3cccc4ccc1c2c34,[#6](-[c]1:[c]:[c]:[c]2:[c](:[c](:[c](:[c]:[c]:[c]3):[c]:[c]2):[c]3:[c]:[c]4):[c]14)-[#6]-[#6]-[#6](-[#8])=[#8]
"{8-Bromooctanoic acid, 97 %}",OC(=O)CCCCCCCBr,[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]-[#6]-[#35]
"{Glyoxylic acid solution, 50 wt. % in water}",OC(=O)C=O,[#6](-[#8])(=[#8])-[#6]=[#8]
"{4-(2,4-Dichlorophenoxy)butyric acid, 95 %}",OC(=O)CCCOc1ccc(Cl)cc1Cl,[#8](-[c]1:[c]:[c]:[c](-[#17]):[c]:[c]1-[#17])-[#6]-[#6]-[#6]-[#6](-[#8])=[#8]
"{4-(Butylamino)benzoic acid, 97 %}",CCCCNc1ccc(cc1)C(=O)O,[#7](-[c]1:[c]:[c]:[c](-[#6](-[#8])=[#8]):[c]:[c]1)-[#6]-[#6]-[#6]-[#6]
"{trans-2-Methyl-2-pentenoic acid, 97 %}",CC\C=C(/C)\C(=O)O,[#6](/-[#6])(\-[#6](-[#8])=[#8])=[#6]/-[#6]-[#6]
"{2-Bromovaleric acid, 98 %}",CCCC(Br)C(=O)O,[#6](-[#35])(-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]
"{4-(Chloromethyl)benzoic acid, 95 %}",OC(=O)c1ccc(CCl)cc1,[#6](-[c]1:[c]:[c]:[c](-[#6]-[#17]):[c]:[c]1)(-[#8])=[#8]
"{3,7-Dihydroxy-2-naphthoic acid, 95 %}",OC(=O)c1cc2cc(O)ccc2cc1O,[#6](-[c]1:[c](:[c]:[c](:[c]:[c]:[c](-[#8]):[c]2):[c]2:[c]1)-[#8])(-[#8])=[#8]
"{2-Amino-5-hydroxybenzoic acid, 99 %}",Nc1ccc(O)cc1C(=O)O,[c]1:[c](-[#6](=[#8])-[#8]):[c](-[#7]):[c]:[c]:[c]1-[#8]
"{1,4-Dihydroxy-2-naphthoic acid, 98 %}",OC(=O)c1cc(O)c2ccccc2c1O,[#8]-[c]1:[c](:[c]:[c](-[#8]):[c](:[c]:[c]:[c]:[c]2):[c]12)-[#6](-[#8])=[#8]
"{4-(Aminomethyl)benzoic acid, 97 %}",NCc1ccc(cc1)C(=O)O,[#6](-[c]1:[c]:[c]:[c](-[#6]-[#7]):[c]:[c]1)(-[#8])=[#8]
"{4-Fluoro-1-naphthoic acid, 98 %}",OC(=O)c1ccc(F)c2ccccc12,[#6](-[c]1:[c]:[c]:[c](-[#9]):[c](:[c]:[c]:[c]:[c]2):[c]12)(-[#8])=[#8]
"{2,3,4,5,6-Pentafluorocinnamic acid, 99 %}",OC(=O)\C=C\c1c(F)c(F)c(F)c(F)c1F,[#6](/-[c]1:[c](:[c](-[#9]):[c](-[#9]):[c](-[#9]):[c]1-[#9])-[#9])=[#6]\-[#6](-[#8])=[#8]
"{2-Ethylthio-2,2-diphenylacetic acid, 99 %}",CCSC(C(=O)O)(c1ccccc1)c2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#6](-[#8])=[#8])-[#16]-[#6]-[#6]
"{1,4-Dihydro-2-methylbenzoic acid, 95 %}",CC1=CCC=CC1C(=O)O,[#6](-[#6]1-[#6]=[#6]-[#6]-[#6]=[#6]1-[#6])(-[#8])=[#8]
"{trans-4-Chloro-3-nitrocinnamic acid, 97 %}",OC(=O)\C=C\c1ccc(Cl)c(c1)[N+](=O)[O-],[#6](/-[c]1:[c]:[c]:[c](-[#17]):[c](-[#7+](=[#8])-[#8-]):[c]1)=[#6]\-[#6](-[#8])=[#8]
"{3-Bromo-2-(bromomethyl)propionic acid, 97 %}",OC(=O)C(CBr)CBr,[#6](-[#6]-[#35])(-[#6]-[#35])-[#6](-[#8])=[#8]
"{Citronellic acid, 98 %}",CC(CCC=C(C)C)CC(=O)O,[#6](-[#6])(-[#6]-[#6](-[#8])=[#8])-[#6]-[#6]\-[#6]=[#6](/-[#6])\-[#6]
"{[1R-(2-endo,3-exo)]-3-Hydroxy-4,7,7-trimethylbicyclo[2.2.1]heptane-2-acetic acid, 99 %}",CC1(C)[C@@H]2CCC1(C)C(O)C2CC(=O)O,[#6]-[#6]12-[#6@@](-[#6@](-[#6]-[#6]1)-[#6](-[#6]-[#6](-[#8])=[#8])-[#6]2-[#8])(-[#6])-[#6]
"{3,5-Dihydroxy-4-methylbenzoic acid hemihydrate, 97 %}",O.Cc1c(O)cc(cc1O)C(=O)O,[#8]=[#6](-[#8])-[c](:[c]:[c](-[#8]):[c](-[#6]):[c]1-[#8]):[c]1
"{anti-3-Oxotricyclo[2.2.1.02,6]heptane-7-carboxylic acid, 97 %}",OC(=O)C1C2C3CC1C(=O)C23,[#6](-[#6]1-[#6]2-[#6]-[#6](-[#6]3-[#6]2=[#8])-[#6]13)(-[#8])=[#8]
"{1-Benzocyclobutenecarboxylic acid, 99 %}",OC(=O)C1Cc2ccccc12,[#6](-[#6]1-[#6]-[c](:[c]:[c]:[c]:[c]2):[c]12)(-[#8])=[#8]
"{2,3,4,5-Tetrafluorobenzoic acid, 99 %}",OC(=O)c1cc(F)c(F)c(F)c1F,[#6](-[c]1:[c]:[c](-[#9]):[c](-[#9]):[c](-[#9]):[c]1-[#9])(-[#8])=[#8]
"{3-Methoxycyclohexanecarboxylic acid,mixture of cis and trans, 97 %}",COC1CCCC(C1)C(=O)O,[#6](-[#8])(-[#6](-[#6]-[#6]-[#6]-[#6]1-[#8]-[#6])-[#6]1)=[#8]
"{2-Isopropylmalic acid, 98 %}",CC(C)C(O)(CC(=O)O)C(=O)O,[#6](-[#8])(-[#6](-[#8])=[#8])(-[#6](-[#6])-[#6])-[#6]-[#6](-[#8])=[#8]
"{4-(4-Aminophenyl)butyric acid, 95 %}",Nc1ccc(CCCC(=O)O)cc1,[#6](-[c]1:[c]:[c]:[c](-[#7]):[c]:[c]1)-[#6]-[#6]-[#6](-[#8])=[#8]
"{3,5-Dibromoanthranilic acid, 98 %}",Nc1c(Br)cc(Br)cc1C(=O)O,[#6](-[c]1:[c]:[c](-[#35]):[c]:[c](-[#35]):[c]1-[#7])(-[#8])=[#8]
"{3-(Phenylthio)acrylic acid,mixture of cis and trans, 98 %}",OC(=O)\C=C/Sc1ccccc1,[#16](-[c]1:[c]:[c]:[c]:[c]:[c]1)\-[#6]=[#6]/-[#6](-[#8])=[#8]
"{Tetrahydro-3-furoic acid, 99 %}",OC(=O)C1CCOC1,[#6](-[#6]1-[#6]-[#8]-[#6]-[#6]1)(-[#8])=[#8]
"{trans-5-Bromo-2-methoxycinnamic acid, 98 %}",COc1ccc(Br)cc1\C=C\C(=O)O,[#35]-[c](:[c]:[c]1\-[#6](=[#6](-[#1])\-[#6](-[#8])=[#8])-[#1]):[c]:[c]:[c]1-[#8]-[#6]
"{4,5-Dimethoxy-2-nitrocinnamic acid, 97 %}",COc1cc(\C=C\C(=O)O)c(cc1OC)[N+](=O)[O-],[#6](/-[c]1:[c]:[c](-[#8]-[#6]):[c](-[#8]-[#6]):[c]:[c]1-[#7+](=[#8])-[#8-])=[#6]\-[#6](-[#8])=[#8]
"{6-Nitrocaproic acid, 98 %}",OC(=O)CCCCC[N+](=O)[O-],[#6](-[#6]-[#6]-[#6]-[#7+](-[#8-])=[#8])-[#6]-[#6](-[#8])=[#8]
"{4-Hexylbenzoic acid, liquid crystal 99 %}",CCCCCCc1ccc(cc1)C(=O)O,[#6](-[c]1:[c]:[c]:[c](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]):[c]:[c]1)(-[#8])=[#8]
"{4-(Undecyloxy)benzoic acid, 98 %}",CCCCCCCCCCCOc1ccc(cc1)C(=O)O,[#8](-[c]1:[c]:[c]:[c](-[#6](-[#8])=[#8]):[c]:[c]1)-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
"{Oleic acid, gradetech. 90 %}",CCCCCCCC\C=C/CCCCCCCC(=O)O,[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]\-[#6]=[#6]/-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
"{2,4-Bis(trifluoromethyl)benzoic acid, 99 %}",OC(=O)c1ccc(cc1C(F)(F)F)C(F)(F)F,[#6](-[c]1:[c]:[c](-[#6](-[#9])(-[#9])-[#9]):[c]:[c]:[c]1-[#6](-[#8])=[#8])(-[#9])(-[#9])-[#9]
"{3-(Carboxymethylaminomethyl)-4-hydroxybenzoic acid, gradetech. 85 %}",OC(=O)CNCc1cc(ccc1O)C(=O)O,[#6](-[c]1:[c](:[c]:[c]:[c](-[#6](-[#8])=[#8]):[c]1)-[#8])-[#7]-[#6]-[#6](-[#8])=[#8]
{Pectic acid},O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(=O)O,[#6](-[#8])(=[#8])-[#6@@]1-[#6@](-[#8])-[#6@](-[#8])-[#6@@](-[#8])-[#6@@](-[#8])-[#8]1
"{(1S,3R)-(-)-Camphoric acid, 99 %}",CC1(C)[C@@H](CC[C@]1(C)C(=O)O)C(=O)O,[#6](-[#6@]1(-[#6]-[#6]-[#6@@](-[#6](-[#8])=[#8])-[#6]1(-[#6])-[#6])-[#6])(-[#8])=[#8]
"{2-Fluoro-5-methylbenzoic acid, 99 %}",Cc1ccc(F)c(c1)C(=O)O,[#6](-[c]1:[c]:[c](-[#6]):[c]:[c]:[c]1-[#9])(-[#8])=[#8]
"{4-Hydroxy-3-(morpholinomethyl)benzoic acid hydrate, 90 % gradetech.}",O.OC(=O)c1ccc(O)c(CN2CCOCC2)c1,[#6](-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]1)-[c]2:[c](:[c]:[c]:[c](-[#6](-[#8])=[#8]):[c]2)-[#8]
"{2,2'-Dithiodibenzoic acid, gradetech. 85 %}",OC(=O)c1ccccc1SSc2ccccc2C(=O)O,[#16](-[c]1:[c]:[c]:[c]:[c]:[c]1-[#6](-[#8])=[#8])-[#16]-[c]2:[c]:[c]:[c]:[c]:[c]2-[#6](-[#8])=[#8]
"{Bromochloroacetic acid, 97 %}",OC(=O)C(Cl)Br,[#1]-[#6](-[#6](-[#8])=[#8])(-[#17])-[#35]
"{4-(2,4-Di-tert-pentylphenoxy)butyric acid, 97 %}",CCC(C)(C)c1ccc(OCCCC(=O)O)c(c1)C(C)(C)CC,[#6](-[c]1:[c]:[c](-[#6](-[#6])(-[#6])-[#6]-[#6]):[c]:[c]:[c]1-[#8]-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6])(-[#6])-[#6]-[#6]
"{cis-4-Aminocyclohexanecarboxylic acid, 95 %}",N[C@@H]1CC[C@@H](CC1)C(=O)O,[#6]1-[#6@@](-[#6](=[#8])-[#8])-[#6]-[#6]-[#6@@](-[#7])-[#6]1
"{3-Oxo-1-indancarboxylic acid, 98 %}",OC(=O)C1CC(=O)c2ccccc12,[#6](-[#6]1-[#6]-[#6](=[#8])-[c](:[c]:[c]:[c]:[c]2):[c]12)(-[#8])=[#8]
"{(S)-(+)-alpha-Methoxyphenylacetic acid, gradeFlukabrand(tm) ChiraSelect Reagent 99+ %}",CO[C@H](C(=O)O)c1ccccc1,[c]1:[c]:[c](-[#6@@](-[#8]-[#6])(-[#1])-[#6](=[#8])-[#8]):[c]:[c]:[c]1
"{Geranic acid, gradetech. 85 %}",CC(=CCC\C(=C\C(=O)O)\C)C,[#6](/-[#6])(=[#6]/-[#6](-[#8])=[#8])\-[#6]-[#6]\-[#6]=[#6](/-[#6])\-[#6]
"{2-Amino-3-(trifluoromethyl)benzoic acid, 98 %}",Nc1c(cccc1C(F)(F)F)C(=O)O,[#6](-[#8])(-[c]1:[c](-[#7]):[c](-[#6](-[#9])(-[#9])-[#9]):[c]:[c]:[c]1)=[#8]
"{4,4,4-Trifluoro-3-methyl-2-butenoic acid, 97 %}",C\C(=C\C(=O)O)\C(F)(F)F,[#6](/-[#6])(\-[#6](-[#9])(-[#9])-[#9])=[#6]\-[#6](-[#8])=[#8]
"{2-Amino-6-fluorobenzoic acid, 98 %}",Nc1cccc(F)c1C(=O)O,[#9]-[c]1:[c]:[c]:[c]:[c](-[#7]):[c]1-[#6](-[#8])=[#8]
"{(R)-(-)-3-Chloromandelic acid, 97 %}",OC(C(=O)O)c1cccc(Cl)c1,[#17]-[c]1:[c]:[c]:[c]:[c](:[c]1)-[#6](-[#8])(-[#1])-[#6](-[#8])=[#8]
"{(S)-(+)-2,2-Dimethyl-5-oxo-1,3-dioxolane-4-acetic acid, 95 %}",CC1(C)OC(CC(=O)O)C(=O)O1,[#6](-[#6]-[#6](-[#6]1=[#8])-[#8]-[#6](-[#6])(-[#6])-[#8]1)(-[#8])=[#8]
"{2,3,6-Trifluorophenylacetic acid, 98 %}",OC(=O)Cc1c(F)ccc(F)c1F,[#9]-[c](:[c]:[c]:[c]1-[#9]):[c](:[c]1-[#6]-[#6](-[#8])=[#8])-[#9]
"{trans-3-Benzoylacrylic acid, 97 %}",OC(=O)\C=C\C(=O)c1ccccc1,[#1]-[#6](=[#6](\-[#6](-[#8])=[#8])-[#1])/-[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)=[#8]
"{3-Cyclohexene-1-carboxylic acid, 97 %}",OC(=O)C1CCC=CC1,[#6](-[#8])(-[#6]1-[#6]-[#6]=[#6]-[#6]-[#6]1)=[#8]
"{3,4-Difluorohydrocinnamic acid, 97 %}",OC(=O)CCc1ccc(F)c(F)c1,[#9]-[c](:[c]:[c]1):[c](:[c]:[c]1-[#6]-[#6]-[#6](-[#8])=[#8])-[#9]
"{3,5-Bis(trifluoromethyl)hydrocinnamic acid, 97 %}",OC(=O)CCc1cc(cc(c1)C(F)(F)F)C(F)(F)F,[#8]=[#6](-[#8])-[#6]-[#6]-[c]1:[c]:[c](-[#6](-[#9])(-[#9])-[#9]):[c]:[c](-[#6](-[#9])(-[#9])-[#9]):[c]1
"{5-Norbornene-2-endo,3-exo-dicarboxylic acid, 97 %}",OC(=O)C1C2CC(C=C2)C1C(=O)O,[#6](-[#8])(-[#6]1-[#6](-[#6](-[#6]-[#6]12)-[#6]=[#6]2)-[#6](-[#8])=[#8])=[#8]
"{4-Nitrobenzoic acid, 98 %}",OC(=O)c1ccc(cc1)[N+](=O)[O-],[#6](-[#8])(-[c]1:[c]:[c]:[c](-[#7+](=[#8])-[#8-]):[c]:[c]1)=[#8]
"{6-Methoxysalicylic acid, 98 %}",COc1cccc(O)c1C(=O)O,[#8]=[#6](-[#8])-[c]1:[c](-[#8]):[c]:[c]:[c]:[c]1-[#8]-[#6]
"{(S)-(+)-Ketoprofen, 99 %}",C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c](:[c]1)-[#6@](-[#6])(-[#6](-[#8])=[#8])-[#1])(-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#8]
"{(R)-(+)-3-Hydroxy-5-oxo-1-cyclopentene-1-heptanoic acid, 96 %}",O[C@@H]1CC(=O)C(=C1)CCCCCCC(=O)O,[#8]=[#6]1-[#6]-[#6@@](-[#8])-[#6]=[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#8])=[#8]
